820424,1,"Mystic Piper (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820509,1,"Mystic Piper (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820427,1,"Gagaga Magician (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820515,1,"Mermail Abysspike (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820432,1,"Cyber Dragon Core (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820433,1,"Edge Imp Chain (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820434,1,"Ghost Ogre & Snow Rabbit (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820520,1,"Archfiend Eccentrick (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820437,1,"Archfiend Eccentrick (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820438,1,"Ehther the Heavenly Monarch (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820441,1,"Crystron Quan (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820442,1,"Miscellaneousaurus (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820527,1,"Aleister the Invoker (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820446,1,"Ash Blossom & Joyous Spring (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820447,1,"Danger!? Tsuchinoko? (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820449,1,"Evil HERO Adusted Gold (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820532,1,"Chamber Dragonmaid (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820536,1,"Astral Kuriboh (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820457,1,"Vanquish Soul Pantera (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820458,1,"Vanquish Soul Dr. Mad Love (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820460,1,"Mementotlan Angwitch (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820461,1,"Fiendsmith Engraver (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820462,1,"Mulcharmy Fuwalos (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
821553,1,"El Shaddoll Winda (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820547,1,"Lunalight Leo Dancer (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820464,1,"The Dark Magicians (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820465,1,"Fiendsmith's Desirae (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820466,1,"Black Rose Dragon (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820551,1,"Black Rose Dragon (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820467,1,"Crystron Phoenix (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820472,1,"Superdreadnought Rail Cannon Gustav Max (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820474,1,"Mermail Abyssgaios (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820477,1,"Cyber Dragon Infinity (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820480,1,"Super Starslayer TY-PHON - Sky Crisis (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820481,1,"Hiita the Fire Charmer, Ablaze (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820395,1,"Xtra HERO Cross Crusader (V.1 - Super Rare)","Quarter Century Stampede",1,NM,English
820485,1,"Aussa the Earth Charmer, Immovable (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820582,1,"Lyna the Light Charmer, Lustrous (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820583,1,"Worldsea Dragon Zealantis (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820590,1,"Left Arm Offering (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820493,1,"A Hero Lives (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820410,1,"Secret Password (V.1 - Super Rare)","Quarter Century Stampede",1,NM,English
820499,1,"Meteonis Drytron (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820412,1,"Meteonis Drytron (V.1 - Super Rare)","Quarter Century Stampede",1,NM,English
820605,1,"Seventh Ascension (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820606,1,"Mementotlan Bone Party (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820607,1,"Metaltronus (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820608,1,"Different Dimension Ground (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820610,1,"Dragonmaid Tidying (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
820505,1,"Destructive Daruma Karma Cannon (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820507,1,"Big Welcome Labrynth (V.2 - Ultra Rare)","Quarter Century Stampede",1,NM,English
820612,1,"Transaction Rollback (V.3 - Secret Rare)","Quarter Century Stampede",1,NM,English
